"","v_names","v_label"
"5069","hb50_13","under age 18"
"5070","hb50_14","under age 18"
"5071","hb50_15","under age 18"
"5072","hb50_16","under age 18"
"5073","hb50_17","under age 18"
"5074","hb50_18","under age 18"
"5075","hb50_19","under age 18"
"5076","hb50_20","under age 18"
"5077","hb51_01","line number of parent/caretaker"
"5078","hb51_02","line number of parent/caretaker"
"5079","hb51_03","line number of parent/caretaker"
"5080","hb51_04","line number of parent/caretaker"
"5081","hb51_05","line number of parent/caretaker"
"5082","hb51_06","line number of parent/caretaker"
"5083","hb51_07","line number of parent/caretaker"
"5084","hb51_08","line number of parent/caretaker"
"5085","hb51_09","line number of parent/caretaker"
"5086","hb51_10","line number of parent/caretaker"
"5087","hb51_11","line number of parent/caretaker"
"5088","hb51_12","line number of parent/caretaker"
"5089","hb51_13","line number of parent/caretaker"
"5090","hb51_14","line number of parent/caretaker"
"5091","hb51_15","line number of parent/caretaker"
"5092","hb51_16","line number of parent/caretaker"
"5093","hb51_17","line number of parent/caretaker"
"5094","hb51_18","line number of parent/caretaker"
"5095","hb51_19","line number of parent/caretaker"
"5096","hb51_20","line number of parent/caretaker"
"5097","hb52_01","read consent statement - hemoglobin"
"5098","hb52_02","read consent statement - hemoglobin"
"5099","hb52_03","read consent statement - hemoglobin"
"5100","hb52_04","read consent statement - hemoglobin"
"5101","hb52_05","read consent statement - hemoglobin"
"5102","hb52_06","read consent statement - hemoglobin"
"5103","hb52_07","read consent statement - hemoglobin"
"5104","hb52_08","read consent statement - hemoglobin"
"5105","hb52_09","read consent statement - hemoglobin"
"5106","hb52_10","read consent statement - hemoglobin"
"5107","hb52_11","read consent statement - hemoglobin"
"5108","hb52_12","read consent statement - hemoglobin"
"5109","hb52_13","read consent statement - hemoglobin"
"5110","hb52_14","read consent statement - hemoglobin"
"5111","hb52_15","read consent statement - hemoglobin"
"5112","hb52_16","read consent statement - hemoglobin"
"5113","hb52_17","read consent statement - hemoglobin"
"5114","hb52_18","read consent statement - hemoglobin"
"5115","hb52_19","read consent statement - hemoglobin"
"5116","hb52_20","read consent statement - hemoglobin"
"5117","hb53_01","hemoglobin level (g/dl - 1 decimal)"
"5118","hb53_02","hemoglobin level (g/dl - 1 decimal)"
"5119","hb53_03","hemoglobin level (g/dl - 1 decimal)"
"5120","hb53_04","hemoglobin level (g/dl - 1 decimal)"
"5121","hb53_05","hemoglobin level (g/dl - 1 decimal)"
"5122","hb53_06","hemoglobin level (g/dl - 1 decimal)"
"5123","hb53_07","hemoglobin level (g/dl - 1 decimal)"
"5124","hb53_08","hemoglobin level (g/dl - 1 decimal)"
"5125","hb53_09","hemoglobin level (g/dl - 1 decimal)"
"5126","hb53_10","hemoglobin level (g/dl - 1 decimal)"
"5127","hb53_11","hemoglobin level (g/dl - 1 decimal)"
"5128","hb53_12","hemoglobin level (g/dl - 1 decimal)"
"5129","hb53_13","hemoglobin level (g/dl - 1 decimal)"
"5130","hb53_14","hemoglobin level (g/dl - 1 decimal)"
"5131","hb53_15","hemoglobin level (g/dl - 1 decimal)"
"5132","hb53_16","hemoglobin level (g/dl - 1 decimal)"
"5133","hb53_17","hemoglobin level (g/dl - 1 decimal)"
"5134","hb53_18","hemoglobin level (g/dl - 1 decimal)"
"5135","hb53_19","hemoglobin level (g/dl - 1 decimal)"
"5136","hb53_20","hemoglobin level (g/dl - 1 decimal)"
"5137","hb55_01","result of measurement - hemoglobin"
"5138","hb55_02","result of measurement - hemoglobin"
"5139","hb55_03","result of measurement - hemoglobin"
"5140","hb55_04","result of measurement - hemoglobin"
"5141","hb55_05","result of measurement - hemoglobin"
"5142","hb55_06","result of measurement - hemoglobin"
"5143","hb55_07","result of measurement - hemoglobin"
"5144","hb55_08","result of measurement - hemoglobin"
"5145","hb55_09","result of measurement - hemoglobin"
"5146","hb55_10","result of measurement - hemoglobin"
"5147","hb55_11","result of measurement - hemoglobin"
"5148","hb55_12","result of measurement - hemoglobin"
"5149","hb55_13","result of measurement - hemoglobin"
"5150","hb55_14","result of measurement - hemoglobin"
"5151","hb55_15","result of measurement - hemoglobin"
"5152","hb55_16","result of measurement - hemoglobin"
"5153","hb55_17","result of measurement - hemoglobin"
"5154","hb55_18","result of measurement - hemoglobin"
"5155","hb55_19","result of measurement - hemoglobin"
"5156","hb55_20","result of measurement - hemoglobin"
"5157","hb56_01","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5158","hb56_02","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5159","hb56_03","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5160","hb56_04","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5161","hb56_05","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5162","hb56_06","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5163","hb56_07","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5164","hb56_08","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5165","hb56_09","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5166","hb56_10","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5167","hb56_11","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5168","hb56_12","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5169","hb56_13","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5170","hb56_14","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5171","hb56_15","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5172","hb56_16","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5173","hb56_17","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5174","hb56_18","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5175","hb56_19","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5176","hb56_20","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"5177","hb57_01","anemia level"
"5178","hb57_02","anemia level"
"5179","hb57_03","anemia level"
"5180","hb57_04","anemia level"
"5181","hb57_05","anemia level"
"5182","hb57_06","anemia level"
"5183","hb57_07","anemia level"
"5184","hb57_08","anemia level"
"5185","hb57_09","anemia level"
"5186","hb57_10","anemia level"
"5187","hb57_11","anemia level"
"5188","hb57_12","anemia level"
"5189","hb57_13","anemia level"
"5190","hb57_14","anemia level"
"5191","hb57_15","anemia level"
"5192","hb57_16","anemia level"
"5193","hb57_17","anemia level"
"5194","hb57_18","anemia level"
"5195","hb57_19","anemia level"
"5196","hb57_20","anemia level"
"5197","hb58_01","na - agrees to referral - anemia"
"5198","hb58_02","na - agrees to referral - anemia"
"5199","hb58_03","na - agrees to referral - anemia"
"5200","hb58_04","na - agrees to referral - anemia"
"5201","hb58_05","na - agrees to referral - anemia"
"5202","hb58_06","na - agrees to referral - anemia"
"5203","hb58_07","na - agrees to referral - anemia"
"5204","hb58_08","na - agrees to referral - anemia"
"5205","hb58_09","na - agrees to referral - anemia"
"5206","hb58_10","na - agrees to referral - anemia"
"5207","hb58_11","na - agrees to referral - anemia"
"5208","hb58_12","na - agrees to referral - anemia"
"5209","hb58_13","na - agrees to referral - anemia"
"5210","hb58_14","na - agrees to referral - anemia"
"5211","hb58_15","na - agrees to referral - anemia"
"5212","hb58_16","na - agrees to referral - anemia"
"5213","hb58_17","na - agrees to referral - anemia"
"5214","hb58_18","na - agrees to referral - anemia"
"5215","hb58_19","na - agrees to referral - anemia"
"5216","hb58_20","na - agrees to referral - anemia"
"5217","hb60_01","marital status"
"5218","hb60_02","marital status"
"5219","hb60_03","marital status"
"5220","hb60_04","marital status"
"5221","hb60_05","marital status"
"5222","hb60_06","marital status"
"5223","hb60_07","marital status"
"5224","hb60_08","marital status"
"5225","hb60_09","marital status"
"5226","hb60_10","marital status"
"5227","hb60_11","marital status"
"5228","hb60_12","marital status"
"5229","hb60_13","marital status"
"5230","hb60_14","marital status"
"5231","hb60_15","marital status"
"5232","hb60_16","marital status"
"5233","hb60_17","marital status"
"5234","hb60_18","marital status"
"5235","hb60_19","marital status"
"5236","hb60_20","marital status"
"5237","hb61_01","read consent statement - hiv"
"5238","hb61_02","read consent statement - hiv"
"5239","hb61_03","read consent statement - hiv"
"5240","hb61_04","read consent statement - hiv"
"5241","hb61_05","read consent statement - hiv"
"5242","hb61_06","read consent statement - hiv"
"5243","hb61_07","read consent statement - hiv"
"5244","hb61_08","read consent statement - hiv"
"5245","hb61_09","read consent statement - hiv"
"5246","hb61_10","read consent statement - hiv"
"5247","hb61_11","read consent statement - hiv"
"5248","hb61_12","read consent statement - hiv"
"5249","hb61_13","read consent statement - hiv"
"5250","hb61_14","read consent statement - hiv"
"5251","hb61_15","read consent statement - hiv"
"5252","hb61_16","read consent statement - hiv"
"5253","hb61_17","read consent statement - hiv"
"5254","hb61_18","read consent statement - hiv"
"5255","hb61_19","read consent statement - hiv"
"5256","hb61_20","read consent statement - hiv"
"5257","hb62_01","bar code for hiv blood sample"
"5258","hb62_02","bar code for hiv blood sample"
"5259","hb62_03","bar code for hiv blood sample"
"5260","hb62_04","bar code for hiv blood sample"
"5261","hb62_05","bar code for hiv blood sample"
"5262","hb62_06","bar code for hiv blood sample"
"5263","hb62_07","bar code for hiv blood sample"
"5264","hb62_08","bar code for hiv blood sample"
"5265","hb62_09","bar code for hiv blood sample"
"5266","hb62_10","bar code for hiv blood sample"
"5267","hb62_11","bar code for hiv blood sample"
"5268","hb62_12","bar code for hiv blood sample"
"5269","hb62_13","bar code for hiv blood sample"
"5270","hb62_14","bar code for hiv blood sample"
"5271","hb62_15","bar code for hiv blood sample"
"5272","hb62_16","bar code for hiv blood sample"
"5273","hb62_17","bar code for hiv blood sample"
"5274","hb62_18","bar code for hiv blood sample"
"5275","hb62_19","bar code for hiv blood sample"
"5276","hb62_20","bar code for hiv blood sample"
"5277","hb63_01","result of measurement - hiv"
"5278","hb63_02","result of measurement - hiv"
"5279","hb63_03","result of measurement - hiv"
"5280","hb63_04","result of measurement - hiv"
"5281","hb63_05","result of measurement - hiv"
"5282","hb63_06","result of measurement - hiv"
"5283","hb63_07","result of measurement - hiv"
"5284","hb63_08","result of measurement - hiv"
"5285","hb63_09","result of measurement - hiv"
"5286","hb63_10","result of measurement - hiv"
"5287","hb63_11","result of measurement - hiv"
"5288","hb63_12","result of measurement - hiv"
"5289","hb63_13","result of measurement - hiv"
"5290","hb63_14","result of measurement - hiv"
"5291","hb63_15","result of measurement - hiv"
"5292","hb63_16","result of measurement - hiv"
"5293","hb63_17","result of measurement - hiv"
"5294","hb63_18","result of measurement - hiv"
"5295","hb63_19","result of measurement - hiv"
"5296","hb63_20","result of measurement - hiv"
"5297","hb64_01","consent for additional tests"
"5298","hb64_02","consent for additional tests"
"5299","hb64_03","consent for additional tests"
"5300","hb64_04","consent for additional tests"
"5301","hb64_05","consent for additional tests"
"5302","hb64_06","consent for additional tests"
"5303","hb64_07","consent for additional tests"
"5304","hb64_08","consent for additional tests"
"5305","hb64_09","consent for additional tests"
"5306","hb64_10","consent for additional tests"
"5307","hb64_11","consent for additional tests"
"5308","hb64_12","consent for additional tests"
"5309","hb64_13","consent for additional tests"
"5310","hb64_14","consent for additional tests"
"5311","hb64_15","consent for additional tests"
"5312","hb64_16","consent for additional tests"
"5313","hb64_17","consent for additional tests"
"5314","hb64_18","consent for additional tests"
"5315","hb64_19","consent for additional tests"
"5316","hb64_20","consent for additional tests"
"5317","hb65_01","result of man's individual interview"
"5318","hb65_02","result of man's individual interview"
"5319","hb65_03","result of man's individual interview"
"5320","hb65_04","result of man's individual interview"
"5321","hb65_05","result of man's individual interview"
"5322","hb65_06","result of man's individual interview"
"5323","hb65_07","result of man's individual interview"
"5324","hb65_08","result of man's individual interview"
"5325","hb65_09","result of man's individual interview"
"5326","hb65_10","result of man's individual interview"
"5327","hb65_11","result of man's individual interview"
"5328","hb65_12","result of man's individual interview"
"5329","hb65_13","result of man's individual interview"
"5330","hb65_14","result of man's individual interview"
"5331","hb65_15","result of man's individual interview"
"5332","hb65_16","result of man's individual interview"
"5333","hb65_17","result of man's individual interview"
"5334","hb65_18","result of man's individual interview"
"5335","hb65_19","result of man's individual interview"
"5336","hb65_20","result of man's individual interview"
"5337","hb66_01","man's highest educational level"
"5338","hb66_02","man's highest educational level"
"5339","hb66_03","man's highest educational level"
"5340","hb66_04","man's highest educational level"
"5341","hb66_05","man's highest educational level"
"5342","hb66_06","man's highest educational level"
"5343","hb66_07","man's highest educational level"
"5344","hb66_08","man's highest educational level"
"5345","hb66_09","man's highest educational level"
"5346","hb66_10","man's highest educational level"
"5347","hb66_11","man's highest educational level"
"5348","hb66_12","man's highest educational level"
"5349","hb66_13","man's highest educational level"
"5350","hb66_14","man's highest educational level"
"5351","hb66_15","man's highest educational level"
"5352","hb66_16","man's highest educational level"
"5353","hb66_17","man's highest educational level"
"5354","hb66_18","man's highest educational level"
"5355","hb66_19","man's highest educational level"
"5356","hb66_20","man's highest educational level"
"5357","hb67_01","man's highest year of education"
"5358","hb67_02","man's highest year of education"
"5359","hb67_03","man's highest year of education"
"5360","hb67_04","man's highest year of education"
"5361","hb67_05","man's highest year of education"
"5362","hb67_06","man's highest year of education"
"5363","hb67_07","man's highest year of education"
"5364","hb67_08","man's highest year of education"
"5365","hb67_09","man's highest year of education"
"5366","hb67_10","man's highest year of education"
"5367","hb67_11","man's highest year of education"
"5368","hb67_12","man's highest year of education"
"5369","hb67_13","man's highest year of education"
"5370","hb67_14","man's highest year of education"
"5371","hb67_15","man's highest year of education"
"5372","hb67_16","man's highest year of education"
"5373","hb67_17","man's highest year of education"
"5374","hb67_18","man's highest year of education"
"5375","hb67_19","man's highest year of education"
"5376","hb67_20","man's highest year of education"
"5377","hb68_01","man's highest educational level (for preliminary and final report)"
"5378","hb68_02","man's highest educational level (for preliminary and final report)"
"5379","hb68_03","man's highest educational level (for preliminary and final report)"
"5380","hb68_04","man's highest educational level (for preliminary and final report)"
"5381","hb68_05","man's highest educational level (for preliminary and final report)"
"5382","hb68_06","man's highest educational level (for preliminary and final report)"
"5383","hb68_07","man's highest educational level (for preliminary and final report)"
"5384","hb68_08","man's highest educational level (for preliminary and final report)"
"5385","hb68_09","man's highest educational level (for preliminary and final report)"
"5386","hb68_10","man's highest educational level (for preliminary and final report)"
"5387","hb68_11","man's highest educational level (for preliminary and final report)"
"5388","hb68_12","man's highest educational level (for preliminary and final report)"
"5389","hb68_13","man's highest educational level (for preliminary and final report)"
"5390","hb68_14","man's highest educational level (for preliminary and final report)"
"5391","hb68_15","man's highest educational level (for preliminary and final report)"
"5392","hb68_16","man's highest educational level (for preliminary and final report)"
"5393","hb68_17","man's highest educational level (for preliminary and final report)"
"5394","hb68_18","man's highest educational level (for preliminary and final report)"
"5395","hb68_19","man's highest educational level (for preliminary and final report)"
"5396","hb68_20","man's highest educational level (for preliminary and final report)"
"5397","hb69_01","na - hiv weight (6 decimals)"
"5398","hb69_02","na - hiv weight (6 decimals)"
"5399","hb69_03","na - hiv weight (6 decimals)"
"5400","hb69_04","na - hiv weight (6 decimals)"
"5401","hb69_05","na - hiv weight (6 decimals)"
"5402","hb69_06","na - hiv weight (6 decimals)"
"5403","hb69_07","na - hiv weight (6 decimals)"
"5404","hb69_08","na - hiv weight (6 decimals)"
"5405","hb69_09","na - hiv weight (6 decimals)"
"5406","hb69_10","na - hiv weight (6 decimals)"
"5407","hb69_11","na - hiv weight (6 decimals)"
"5408","hb69_12","na - hiv weight (6 decimals)"
"5409","hb69_13","na - hiv weight (6 decimals)"
"5410","hb69_14","na - hiv weight (6 decimals)"
"5411","hb69_15","na - hiv weight (6 decimals)"
"5412","hb69_16","na - hiv weight (6 decimals)"
"5413","hb69_17","na - hiv weight (6 decimals)"
"5414","hb69_18","na - hiv weight (6 decimals)"
"5415","hb69_19","na - hiv weight (6 decimals)"
"5416","hb69_20","na - hiv weight (6 decimals)"
"5417","hb70_01","na - interviewer that took blood for hiv testing"
"5418","hb70_02","na - interviewer that took blood for hiv testing"
"5419","hb70_03","na - interviewer that took blood for hiv testing"
"5420","hb70_04","na - interviewer that took blood for hiv testing"
"5421","hb70_05","na - interviewer that took blood for hiv testing"
"5422","hb70_06","na - interviewer that took blood for hiv testing"
"5423","hb70_07","na - interviewer that took blood for hiv testing"
"5424","hb70_08","na - interviewer that took blood for hiv testing"
"5425","hb70_09","na - interviewer that took blood for hiv testing"
"5426","hb70_10","na - interviewer that took blood for hiv testing"
"5427","hb70_11","na - interviewer that took blood for hiv testing"
"5428","hb70_12","na - interviewer that took blood for hiv testing"
"5429","hb70_13","na - interviewer that took blood for hiv testing"
"5430","hb70_14","na - interviewer that took blood for hiv testing"
"5431","hb70_15","na - interviewer that took blood for hiv testing"
"5432","hb70_16","na - interviewer that took blood for hiv testing"
"5433","hb70_17","na - interviewer that took blood for hiv testing"
"5434","hb70_18","na - interviewer that took blood for hiv testing"
"5435","hb70_19","na - interviewer that took blood for hiv testing"
"5436","hb70_20","na - interviewer that took blood for hiv testing"
"5437","hmlidx_1","mosquito bed net designation number"
"5438","hmlidx_2","mosquito bed net designation number"
"5439","hmlidx_3","mosquito bed net designation number"
"5440","hmlidx_4","mosquito bed net designation number"
"5441","hmlidx_5","mosquito bed net designation number"
"5442","hmlidx_6","mosquito bed net designation number"
"5443","hmlidx_7","mosquito bed net designation number"
"5444","hml3_1","na - net observed by interviewer"
"5445","hml3_2","na - net observed by interviewer"
"5446","hml3_3","na - net observed by interviewer"
"5447","hml3_4","na - net observed by interviewer"
"5448","hml3_5","na - net observed by interviewer"
"5449","hml3_6","na - net observed by interviewer"
"5450","hml3_7","na - net observed by interviewer"
"5451","hml4_1","na - months ago net obtained"
"5452","hml4_2","na - months ago net obtained"
"5453","hml4_3","na - months ago net obtained"
"5454","hml4_4","na - months ago net obtained"
"5455","hml4_5","na - months ago net obtained"
"5456","hml4_6","na - months ago net obtained"
"5457","hml4_7","na - months ago net obtained"
"5458","hml5_1","na - net treated with insecticide when bought"
"5459","hml5_2","na - net treated with insecticide when bought"
"5460","hml5_3","na - net treated with insecticide when bought"
"5461","hml5_4","na - net treated with insecticide when bought"
"5462","hml5_5","na - net treated with insecticide when bought"
"5463","hml5_6","na - net treated with insecticide when bought"
"5464","hml5_7","na - net treated with insecticide when bought"
"5465","hml6_1","na - net treatment status"
"5466","hml6_2","na - net treatment status"
"5467","hml6_3","na - net treatment status"
"5468","hml6_4","na - net treatment status"
"5469","hml6_5","na - net treatment status"
"5470","hml6_6","na - net treatment status"
"5471","hml6_7","na - net treatment status"
"5472","hml7_1","brand of net"
"5473","hml7_2","brand of net"
"5474","hml7_3","brand of net"
"5475","hml7_4","brand of net"
"5476","hml7_5","brand of net"
"5477","hml7_6","brand of net"
"5478","hml7_7","brand of net"
"5479","hml8_1","net treated since received"
"5480","hml8_2","net treated since received"
"5481","hml8_3","net treated since received"
"5482","hml8_4","net treated since received"
"5483","hml8_5","net treated since received"
"5484","hml8_6","net treated since received"
"5485","hml8_7","net treated since received"
"5486","hml9_1","na - time since last re-treatment (months)"
"5487","hml9_2","na - time since last re-treatment (months)"
"5488","hml9_3","na - time since last re-treatment (months)"
"5489","hml9_4","na - time since last re-treatment (months)"
"5490","hml9_5","na - time since last re-treatment (months)"
"5491","hml9_6","na - time since last re-treatment (months)"
"5492","hml9_7","na - time since last re-treatment (months)"
"5493","hml10_1","insecticide-treated net (itn)"
"5494","hml10_2","insecticide-treated net (itn)"
"5495","hml10_3","insecticide-treated net (itn)"
"5496","hml10_4","insecticide-treated net (itn)"
"5497","hml10_5","insecticide-treated net (itn)"
"5498","hml10_6","insecticide-treated net (itn)"
"5499","hml10_7","insecticide-treated net (itn)"
"5500","hml11_1","number of persons who slept under this net"
"5501","hml11_2","number of persons who slept under this net"
"5502","hml11_3","number of persons who slept under this net"
"5503","hml11_4","number of persons who slept under this net"
"5504","hml11_5","number of persons who slept under this net"
"5505","hml11_6","number of persons who slept under this net"
"5506","hml11_7","number of persons who slept under this net"
"5507","hml21_1","someone slept under this net last night"
"5508","hml21_2","someone slept under this net last night"
"5509","hml21_3","someone slept under this net last night"
"5510","hml21_4","someone slept under this net last night"
"5511","hml21_5","someone slept under this net last night"
"5512","hml21_6","someone slept under this net last night"
"5513","hml21_7","someone slept under this net last night"
"5514","hmla_1","line number of person who slept in this net"
"5515","hmla_2","line number of person who slept in this net"
"5516","hmla_3","line number of person who slept in this net"
"5517","hmla_4","line number of person who slept in this net"
"5518","hmla_5","line number of person who slept in this net"
"5519","hmla_6","line number of person who slept in this net"
"5520","hmla_7","line number of person who slept in this net"
"5521","hmlb_1","line number of person who slept in this net"
"5522","hmlb_2","line number of person who slept in this net"
"5523","hmlb_3","line number of person who slept in this net"
"5524","hmlb_4","line number of person who slept in this net"
"5525","hmlb_5","line number of person who slept in this net"
"5526","hmlb_6","line number of person who slept in this net"
"5527","hmlb_7","line number of person who slept in this net"
"5528","hmlc_1","line number of person who slept in this net"
"5529","hmlc_2","line number of person who slept in this net"
"5530","hmlc_3","line number of person who slept in this net"
"5531","hmlc_4","line number of person who slept in this net"
"5532","hmlc_5","line number of person who slept in this net"
"5533","hmlc_6","line number of person who slept in this net"
"5534","hmlc_7","line number of person who slept in this net"
"5535","hmld_1","line number of person who slept in this net"
"5536","hmld_2","line number of person who slept in this net"
"5537","hmld_3","line number of person who slept in this net"
"5538","hmld_4","line number of person who slept in this net"
"5539","hmld_5","line number of person who slept in this net"
"5540","hmld_6","line number of person who slept in this net"
"5541","hmld_7","line number of person who slept in this net"
"5542","hmle_1","na - line number of person who slept in this net"
"5543","hmle_2","na - line number of person who slept in this net"
"5544","hmle_3","na - line number of person who slept in this net"
"5545","hmle_4","na - line number of person who slept in this net"
"5546","hmle_5","na - line number of person who slept in this net"
"5547","hmle_6","na - line number of person who slept in this net"
"5548","hmle_7","na - line number of person who slept in this net"
"5549","hml22_1","na - obtained net from campaign, antenatal or immunization visit"
"5550","hml22_2","na - obtained net from campaign, antenatal or immunization visit"
"5551","hml22_3","na - obtained net from campaign, antenatal or immunization visit"
"5552","hml22_4","na - obtained net from campaign, antenatal or immunization visit"
"5553","hml22_5","na - obtained net from campaign, antenatal or immunization visit"
"5554","hml22_6","na - obtained net from campaign, antenatal or immunization visit"
"5555","hml22_7","na - obtained net from campaign, antenatal or immunization visit"
"5556","hml23_1","place where net was obtained"
"5557","hml23_2","place where net was obtained"
"5558","hml23_3","place where net was obtained"
"5559","hml23_4","place where net was obtained"
"5560","hml23_5","place where net was obtained"
"5561","hml23_6","place where net was obtained"
"5562","hml23_7","place where net was obtained"
"5563","hmhidx_01","index to household schedule"
"5564","hmhidx_02","index to household schedule"
"5565","hmhidx_03","index to household schedule"
"5566","hmhidx_04","index to household schedule"
"5567","hmhidx_05","index to household schedule"
"5568","hmhidx_06","index to household schedule"
"5569","hmhidx_07","index to household schedule"
"5570","hmhidx_08","index to household schedule"
"5571","hmhidx_09","index to household schedule"
"5572","hmhidx_10","index to household schedule"
"5573","hmhidx_11","index to household schedule"
"5574","hmhidx_12","index to household schedule"
"5575","hmhidx_13","index to household schedule"
"5576","hmhidx_14","index to household schedule"
"5577","hmhidx_15","index to household schedule"
"5578","hmhidx_16","index to household schedule"
"5579","hmhidx_17","index to household schedule"
"5580","hmhidx_18","index to household schedule"
"5581","hmhidx_19","index to household schedule"
"5582","hmhidx_20","index to household schedule"
"5583","hmhidx_21","index to household schedule"
"5584","hmhidx_22","index to household schedule"
"5585","hmhidx_23","index to household schedule"
"5586","hmhidx_24","index to household schedule"
"5587","hmhidx_25","index to household schedule"
"5588","hmhidx_26","index to household schedule"
"5589","hmhidx_27","index to household schedule"
"5590","hmhidx_28","index to household schedule"
"5591","hmhidx_29","index to household schedule"
"5592","hmhidx_30","index to household schedule"
"5593","hmhidx_31","index to household schedule"
"5594","hmhidx_32","index to household schedule"
"5595","hmhidx_33","index to household schedule"
"5596","hmhidx_34","index to household schedule"
"5597","hmhidx_35","index to household schedule"
"5598","hml12_01","type of mosquito bed net(s) person slept under last night"
"5599","hml12_02","type of mosquito bed net(s) person slept under last night"
"5600","hml12_03","type of mosquito bed net(s) person slept under last night"
"5601","hml12_04","type of mosquito bed net(s) person slept under last night"
"5602","hml12_05","type of mosquito bed net(s) person slept under last night"
"5603","hml12_06","type of mosquito bed net(s) person slept under last night"
"5604","hml12_07","type of mosquito bed net(s) person slept under last night"
"5605","hml12_08","type of mosquito bed net(s) person slept under last night"
"5606","hml12_09","type of mosquito bed net(s) person slept under last night"
"5607","hml12_10","type of mosquito bed net(s) person slept under last night"
"5608","hml12_11","type of mosquito bed net(s) person slept under last night"
"5609","hml12_12","type of mosquito bed net(s) person slept under last night"
"5610","hml12_13","type of mosquito bed net(s) person slept under last night"
"5611","hml12_14","type of mosquito bed net(s) person slept under last night"
"5612","hml12_15","type of mosquito bed net(s) person slept under last night"
"5613","hml12_16","type of mosquito bed net(s) person slept under last night"
"5614","hml12_17","type of mosquito bed net(s) person slept under last night"
"5615","hml12_18","type of mosquito bed net(s) person slept under last night"
"5616","hml12_19","type of mosquito bed net(s) person slept under last night"
"5617","hml12_20","type of mosquito bed net(s) person slept under last night"
"5618","hml12_21","type of mosquito bed net(s) person slept under last night"
"5619","hml12_22","type of mosquito bed net(s) person slept under last night"
"5620","hml12_23","type of mosquito bed net(s) person slept under last night"
"5621","hml12_24","type of mosquito bed net(s) person slept under last night"
"5622","hml12_25","type of mosquito bed net(s) person slept under last night"
"5623","hml12_26","type of mosquito bed net(s) person slept under last night"
"5624","hml12_27","type of mosquito bed net(s) person slept under last night"
"5625","hml12_28","type of mosquito bed net(s) person slept under last night"
"5626","hml12_29","type of mosquito bed net(s) person slept under last night"
"5627","hml12_30","type of mosquito bed net(s) person slept under last night"
"5628","hml12_31","type of mosquito bed net(s) person slept under last night"
"5629","hml12_32","type of mosquito bed net(s) person slept under last night"
"5630","hml12_33","type of mosquito bed net(s) person slept under last night"
"5631","hml12_34","type of mosquito bed net(s) person slept under last night"
"5632","hml12_35","type of mosquito bed net(s) person slept under last night"
"5633","hml13_01","net designation number (hmlidx) for 1st net person slept under last night"
"5634","hml13_02","net designation number (hmlidx) for 1st net person slept under last night"
"5635","hml13_03","net designation number (hmlidx) for 1st net person slept under last night"
"5636","hml13_04","net designation number (hmlidx) for 1st net person slept under last night"
"5637","hml13_05","net designation number (hmlidx) for 1st net person slept under last night"
"5638","hml13_06","net designation number (hmlidx) for 1st net person slept under last night"
"5639","hml13_07","net designation number (hmlidx) for 1st net person slept under last night"
"5640","hml13_08","net designation number (hmlidx) for 1st net person slept under last night"
"5641","hml13_09","net designation number (hmlidx) for 1st net person slept under last night"
"5642","hml13_10","net designation number (hmlidx) for 1st net person slept under last night"
"5643","hml13_11","net designation number (hmlidx) for 1st net person slept under last night"
"5644","hml13_12","net designation number (hmlidx) for 1st net person slept under last night"
"5645","hml13_13","net designation number (hmlidx) for 1st net person slept under last night"
"5646","hml13_14","net designation number (hmlidx) for 1st net person slept under last night"
"5647","hml13_15","net designation number (hmlidx) for 1st net person slept under last night"
"5648","hml13_16","net designation number (hmlidx) for 1st net person slept under last night"
"5649","hml13_17","net designation number (hmlidx) for 1st net person slept under last night"
"5650","hml13_18","net designation number (hmlidx) for 1st net person slept under last night"
"5651","hml13_19","net designation number (hmlidx) for 1st net person slept under last night"
"5652","hml13_20","net designation number (hmlidx) for 1st net person slept under last night"
"5653","hml13_21","net designation number (hmlidx) for 1st net person slept under last night"
"5654","hml13_22","net designation number (hmlidx) for 1st net person slept under last night"
